lang,item_id,en_target_word,en_target_pos,l1_source_word,l1_context,target_score,feature_group,shap_value,base_value,prediction
cn,6773,stake,noun,股份，股本,她在这家软件公司占有30%股份。,-4.196897628,Rec. Frequency,-0.050111532,-0.023387494,-2.892212390899658
cn,6773,stake,noun,股份，股本,她在这家软件公司占有30%股份。,-4.196897628,Spelling Difficulty,-0.11021049,-0.023387494,-2.892212390899658
cn,6773,stake,noun,股份，股本,她在这家软件公司占有30%股份。,-4.196897628,Word Length,0.12903255,-0.023387494,-2.892212390899658
cn,6774,forgivable,adjective,可原谅的，有情可原的,他是因为父亲生病才请假，这是可以原谅的。,0.081796904,CEFR Level,-0.21372573,-0.023387494,-1.1936016082763672
cn,6774,forgivable,adjective,可原谅的，有情可原的,他是因为父亲生病才请假，这是可以原谅的。,0.081796904,L1 Calque,0.1281273,-0.023387494,-1.1936016082763672
cn,6774,forgivable,adjective,可原谅的，有情可原的,他是因为父亲生病才请假，这是可以原谅的。,0.081796904,L1 Similarity,0.0,-0.023387494,-1.1936016082763672
cn,6774,forgivable,adjective,可原谅的，有情可原的,他是因为父亲生病才请假，这是可以原谅的。,0.081796904,Lexical Ambiguity,0.16478401,-0.023387494,-1.1936016082763672
cn,6774,forgivable,adjective,可原谅的，有情可原的,他是因为父亲生病才请假，这是可以原谅的。,0.081796904,Prod. Frequency,-0.9642057,-0.023387494,-1.1936016082763672
cn,6774,forgivable,adjective,可原谅的，有情可原的,他是因为父亲生病才请假，这是可以原谅的。,0.081796904,Rec. Frequency,0.051301807,-0.023387494,-1.1936016082763672
cn,6774,forgivable,adjective,可原谅的，有情可原的,他是因为父亲生病才请假，这是可以原谅的。,0.081796904,Spelling Difficulty,-0.11354299,-0.023387494,-1.1936016082763672
cn,6774,forgivable,adjective,可原谅的，有情可原的,他是因为父亲生病才请假，这是可以原谅的。,0.081796904,Word Length,-0.22295325,-0.023387494,-1.1936016082763672
cn,6775,loudly,adverb,大声地，响亮的,请大声说话，我听不见。,1.81376603,CEFR Level,0.21951967,-0.023387494,1.0899840593338013
cn,6775,loudly,adverb,大声地，响亮的,请大声说话，我听不见。,1.81376603,L1 Calque,0.027322223,-0.023387494,1.0899840593338013
cn,6775,loudly,adverb,大声地，响亮的,请大声说话，我听不见。,1.81376603,L1 Similarity,0.0,-0.023387494,1.0899840593338013
cn,6775,loudly,adverb,大声地，响亮的,请大声说话，我听不见。,1.81376603,Lexical Ambiguity,0.2705722,-0.023387494,1.0899840593338013
cn,6775,loudly,adverb,大声地，响亮的,请大声说话，我听不见。,1.81376603,Prod. Frequency,0.5080264,-0.023387494,1.0899840593338013
cn,6775,loudly,adverb,大声地，响亮的,请大声说话，我听不见。,1.81376603,Rec. Frequency,-0.10892075,-0.023387494,1.0899840593338013
cn,6775,loudly,adverb,大声地，响亮的,请大声说话，我听不见。,1.81376603,Spelling Difficulty,0.18380947,-0.023387494,1.0899840593338013
cn,6775,loudly,adverb,大声地，响亮的,请大声说话，我听不见。,1.81376603,Word Length,0.013042501,-0.023387494,1.0899840593338013
cn,6776,soda,noun,苏打水，汽水,他把酒和苏打水混合起来。,1.481466287,CEFR Level,-0.25103518,-0.023387494,-0.33195555210113525
cn,6776,soda,noun,苏打水，汽水,他把酒和苏打水混合起来。,1.481466287,L1 Calque,-0.044435956,-0.023387494,-0.33195555210113525
cn,6776,soda,noun,苏打水，汽水,他把酒和苏打水混合起来。,1.481466287,L1 Similarity,0.0,-0.023387494,-0.33195555210113525
cn,6776,soda,noun,苏打水，汽水,他把酒和苏打水混合起来。,1.481466287,Lexical Ambiguity,0.16068816,-0.023387494,-0.33195555210113525
cn,6776,soda,noun,苏打水，汽水,他把酒和苏打水混合起来。,1.481466287,Prod. Frequency,-0.8391152,-0.023387494,-0.33195555210113525
cn,6776,soda,noun,苏打水，汽水,他把酒和苏打水混合起来。,1.481466287,Rec. Frequency,-0.05824462,-0.023387494,-0.33195555210113525
cn,6776,soda,noun,苏打水，汽水,他把酒和苏打水混合起来。,1.481466287,Spelling Difficulty,0.32770076,-0.023387494,-0.33195555210113525
cn,6776,soda,noun,苏打水，汽水,他把酒和苏打水混合起来。,1.481466287,Word Length,0.39587387,-0.023387494,-0.33195555210113525
cn,6777,breathless,adjective,上气不接下气的，气喘吁吁的,刚跑完长跑的她上气不接下气。,0.010185252,CEFR Level,-0.22529396,-0.023387494,-2.229201316833496
cn,6777,breathless,adjective,上气不接下气的，气喘吁吁的,刚跑完长跑的她上气不接下气。,0.010185252,L1 Calque,-0.34972417,-0.023387494,-2.229201316833496
cn,6777,breathless,adjective,上气不接下气的，气喘吁吁的,刚跑完长跑的她上气不接下气。,0.010185252,L1 Similarity,0.0,-0.023387494,-2.229201316833496
cn,6777,breathless,adjective,上气不接下气的，气喘吁吁的,刚跑完长跑的她上气不接下气。,0.010185252,Lexical Ambiguity,-0.02479615,-0.023387494,-2.229201316833496
cn,6777,breathless,adjective,上气不接下气的，气喘吁吁的,刚跑完长跑的她上气不接下气。,0.010185252,Prod. Frequency,-0.8830528,-0.023387494,-2.229201316833496
cn,6777,breathless,adjective,上气不接下气的，气喘吁吁的,刚跑完长跑的她上气不接下气。,0.010185252,Rec. Frequency,-0.12639819,-0.023387494,-2.229201316833496
cn,6777,breathless,adjective,上气不接下气的，气喘吁吁的,刚跑完长跑的她上气不接下气。,0.010185252,Spelling Difficulty,-0.30857188,-0.023387494,-2.229201316833496
cn,6777,breathless,adjective,上气不接下气的，气喘吁吁的,刚跑完长跑的她上气不接下气。,0.010185252,Word Length,-0.28797436,-0.023387494,-2.229201316833496
cn,6778,avenue,noun,大街；林荫大道,你去过纽约的第五大道吗？,0.952130011,CEFR Level,-0.20659047,-0.023387494,-0.9278249740600586
cn,6778,avenue,noun,大街；林荫大道,你去过纽约的第五大道吗？,0.952130011,L1 Calque,-0.21505567,-0.023387494,-0.9278249740600586
cn,6778,avenue,noun,大街；林荫大道,你去过纽约的第五大道吗？,0.952130011,L1 Similarity,0.0,-0.023387494,-0.9278249740600586
cn,6778,avenue,noun,大街；林荫大道,你去过纽约的第五大道吗？,0.952130011,Lexical Ambiguity,-0.0012200698,-0.023387494,-0.9278249740600586
cn,6778,avenue,noun,大街；林荫大道,你去过纽约的第五大道吗？,0.952130011,Prod. Frequency,-0.44336164,-0.023387494,-0.9278249740600586
cn,6778,avenue,noun,大街；林荫大道,你去过纽约的第五大道吗？,0.952130011,Rec. Frequency,0.051708296,-0.023387494,-0.9278249740600586
cn,6778,avenue,noun,大街；林荫大道,你去过纽约的第五大道吗？,0.952130011,Spelling Difficulty,-0.17281546,-0.023387494,-0.9278249740600586
cn,6778,avenue,noun,大街；林荫大道,你去过纽约的第五大道吗？,0.952130011,Word Length,0.08289762,-0.023387494,-0.9278249740600586
cn,6779,asteroid,noun,（天文学）小行星,火星和木星之间有许多小行星。,-2.167443343,CEFR Level,-0.22323945,-0.023387494,-1.7225719690322876
cn,6779,asteroid,noun,（天文学）小行星,火星和木星之间有许多小行星。,-2.167443343,L1 Calque,0.14201796,-0.023387494,-1.7225719690322876
cn,6779,asteroid,noun,（天文学）小行星,火星和木星之间有许多小行星。,-2.167443343,L1 Similarity,0.0,-0.023387494,-1.7225719690322876
cn,6779,asteroid,noun,（天文学）小行星,火星和木星之间有许多小行星。,-2.167443343,Lexical Ambiguity,0.16364658,-0.023387494,-1.7225719690322876
cn,6779,asteroid,noun,（天文学）小行星,火星和木星之间有许多小行星。,-2.167443343,Prod. Frequency,-1.1768395,-0.023387494,-1.7225719690322876
cn,6779,asteroid,noun,（天文学）小行星,火星和木星之间有许多小行星。,-2.167443343,Rec. Frequency,-0.12882462,-0.023387494,-1.7225719690322876
cn,6779,asteroid,noun,（天文学）小行星,火星和木星之间有许多小行星。,-2.167443343,Spelling Difficulty,-0.34849474,-0.023387494,-1.7225719690322876
cn,6779,asteroid,noun,（天文学）小行星,火星和木星之间有许多小行星。,-2.167443343,Word Length,-0.12744947,-0.023387494,-1.7225719690322876
cn,6780,detailed,adjective,详细的，细致的,他对案情经过做了详细的介绍。,0.537164506,CEFR Level,-0.024373004,-0.023387494,0.3998408615589142
cn,6780,detailed,adjective,详细的，细致的,他对案情经过做了详细的介绍。,0.537164506,L1 Calque,-0.016041389,-0.023387494,0.3998408615589142
cn,6780,detailed,adjective,详细的，细致的,他对案情经过做了详细的介绍。,0.537164506,L1 Similarity,0.0,-0.023387494,0.3998408615589142
cn,6780,detailed,adjective,详细的，细致的,他对案情经过做了详细的介绍。,0.537164506,Lexical Ambiguity,0.33561116,-0.023387494,0.3998408615589142
cn,6780,detailed,adjective,详细的，细致的,他对案情经过做了详细的介绍。,0.537164506,Prod. Frequency,0.046415288,-0.023387494,0.3998408615589142
cn,6780,detailed,adjective,详细的，细致的,他对案情经过做了详细的介绍。,0.537164506,Rec. Frequency,0.14348628,-0.023387494,0.3998408615589142
cn,6780,detailed,adjective,详细的，细致的,他对案情经过做了详细的介绍。,0.537164506,Spelling Difficulty,0.14993916,-0.023387494,0.3998408615589142
cn,6780,detailed,adjective,详细的，细致的,他对案情经过做了详细的介绍。,0.537164506,Word Length,-0.21180938,-0.023387494,0.3998408615589142
cn,6781,gymnasium,noun,体育馆，健身房,比赛在学校的体育馆举行。,-1.796496803,CEFR Level,-0.29732177,-0.023387494,-1.4045515060424805
cn,6781,gymnasium,noun,体育馆，健身房,比赛在学校的体育馆举行。,-1.796496803,L1 Calque,-0.1262641,-0.023387494,-1.4045515060424805
cn,6781,gymnasium,noun,体育馆，健身房,比赛在学校的体育馆举行。,-1.796496803,L1 Similarity,0.0,-0.023387494,-1.4045515060424805
cn,6781,gymnasium,noun,体育馆，健身房,比赛在学校的体育馆举行。,-1.796496803,Lexical Ambiguity,0.1410584,-0.023387494,-1.4045515060424805
cn,6781,gymnasium,noun,体育馆，健身房,比赛在学校的体育馆举行。,-1.796496803,Prod. Frequency,-0.702755,-0.023387494,-1.4045515060424805
cn,6781,gymnasium,noun,体育馆，健身房,比赛在学校的体育馆举行。,-1.796496803,Rec. Frequency,0.17613962,-0.023387494,-1.4045515060424805
cn,6781,gymnasium,noun,体育馆，健身房,比赛在学校的体育馆举行。,-1.796496803,Spelling Difficulty,-0.3973609,-0.023387494,-1.4045515060424805
cn,6781,gymnasium,noun,体育馆，健身房,比赛在学校的体育馆举行。,-1.796496803,Word Length,-0.17466068,-0.023387494,-1.4045515060424805
cn,6782,luck,noun,运气，好运,1)“请祝我好运”，她说。2)找到工作需要实力，也需要运气。,2.901128077,CEFR Level,0.49015105,-0.023387494,2.50095272064209
cn,6782,luck,noun,运气，好运,1)“请祝我好运”，她说。2)找到工作需要实力，也需要运气。,2.901128077,L1 Calque,-0.10826628,-0.023387494,2.50095272064209
cn,6782,luck,noun,运气，好运,1)“请祝我好运”，她说。2)找到工作需要实力，也需要运气。,2.901128077,L1 Similarity,0.0,-0.023387494,2.50095272064209
cn,6782,luck,noun,运气，好运,1)“请祝我好运”，她说。2)找到工作需要实力，也需要运气。,2.901128077,Lexical Ambiguity,0.2423437,-0.023387494,2.50095272064209
cn,6782,luck,noun,运气，好运,1)“请祝我好运”，她说。2)找到工作需要实力，也需要运气。,2.901128077,Prod. Frequency,1.0588588,-0.023387494,2.50095272064209
cn,6782,luck,noun,运气，好运,1)“请祝我好运”，她说。2)找到工作需要实力，也需要运气。,2.901128077,Rec. Frequency,0.19264825,-0.023387494,2.50095272064209
cn,6782,luck,noun,运气，好运,1)“请祝我好运”，她说。2)找到工作需要实力，也需要运气。,2.901128077,Spelling Difficulty,0.12135991,-0.023387494,2.50095272064209
cn,6782,luck,noun,运气，好运,1)“请祝我好运”，她说。2)找到工作需要实力，也需要运气。,2.901128077,Word Length,0.52724683,-0.023387494,2.50095272064209
cn,6783,junior,adjective,初级的，级别较低的，年龄较小的,1)一位下级军官接待了我。2)我比她年轻5岁。,1.168438167,CEFR Level,-0.14308658,-0.023387494,0.5527185201644897
cn,6783,junior,adjective,初级的，级别较低的，年龄较小的,1)一位下级军官接待了我。2)我比她年轻5岁。,1.168438167,L1 Calque,-0.16931821,-0.023387494,0.5527185201644897
cn,6783,junior,adjective,初级的，级别较低的，年龄较小的,1)一位下级军官接待了我。2)我比她年轻5岁。,1.168438167,L1 Similarity,0.0,-0.023387494,0.5527185201644897
cn,6783,junior,adjective,初级的，级别较低的，年龄较小的,1)一位下级军官接待了我。2)我比她年轻5岁。,1.168438167,Lexical Ambiguity,-0.014326319,-0.023387494,0.5527185201644897
cn,6783,junior,adjective,初级的，级别较低的，年龄较小的,1)一位下级军官接待了我。2)我比她年轻5岁。,1.168438167,Prod. Frequency,0.8443921,-0.023387494,0.5527185201644897
cn,6783,junior,adjective,初级的，级别较低的，年龄较小的,1)一位下级军官接待了我。2)我比她年轻5岁。,1.168438167,Rec. Frequency,0.09536807,-0.023387494,0.5527185201644897
cn,6783,junior,adjective,初级的，级别较低的，年龄较小的,1)一位下级军官接待了我。2)我比她年轻5岁。,1.168438167,Spelling Difficulty,-0.07449497,-0.023387494,0.5527185201644897
cn,6783,junior,adjective,初级的，级别较低的，年龄较小的,1)一位下级军官接待了我。2)我比她年轻5岁。,1.168438167,Word Length,0.037571862,-0.023387494,0.5527185201644897
cn,6784,ending,noun,（故事或电影的）结尾，结局,这部小说有个皆大欢喜的结局。,1.662546153,CEFR Level,0.28498036,-0.023387494,1.512166976928711
cn,6784,ending,noun,（故事或电影的）结尾，结局,这部小说有个皆大欢喜的结局。,1.662546153,L1 Calque,-0.025419325,-0.023387494,1.512166976928711
cn,6784,ending,noun,（故事或电影的）结尾，结局,这部小说有个皆大欢喜的结局。,1.662546153,L1 Similarity,0.0,-0.023387494,1.512166976928711
cn,6784,ending,noun,（故事或电影的）结尾，结局,这部小说有个皆大欢喜的结局。,1.662546153,Lexical Ambiguity,0.18293415,-0.023387494,1.512166976928711
cn,6784,ending,noun,（故事或电影的）结尾，结局,这部小说有个皆大欢喜的结局。,1.662546153,Prod. Frequency,0.82974523,-0.023387494,1.512166976928711
cn,6784,ending,noun,（故事或电影的）结尾，结局,这部小说有个皆大欢喜的结局。,1.662546153,Rec. Frequency,-0.005275212,-0.023387494,1.512166976928711
cn,6784,ending,noun,（故事或电影的）结尾，结局,这部小说有个皆大欢喜的结局。,1.662546153,Spelling Difficulty,0.29361564,-0.023387494,1.512166976928711
cn,6784,ending,noun,（故事或电影的）结尾，结局,这部小说有个皆大欢喜的结局。,1.662546153,Word Length,-0.025026066,-0.023387494,1.512166976928711
cn,6785,so,adverb,如此，这么,1)你为什么这么高兴？2)太谢谢你了。,3.601295986,CEFR Level,0.44018248,-0.023387494,2.546079397201538
cn,6785,so,adverb,如此，这么,1)你为什么这么高兴？2)太谢谢你了。,3.601295986,L1 Calque,-0.01411897,-0.023387494,2.546079397201538
cn,6785,so,adverb,如此，这么,1)你为什么这么高兴？2)太谢谢你了。,3.601295986,L1 Similarity,0.0,-0.023387494,2.546079397201538
cn,6785,so,adverb,如此，这么,1)你为什么这么高兴？2)太谢谢你了。,3.601295986,Lexical Ambiguity,0.01054959,-0.023387494,2.546079397201538
cn,6785,so,adverb,如此，这么,1)你为什么这么高兴？2)太谢谢你了。,3.601295986,Prod. Frequency,1.2913849,-0.023387494,2.546079397201538
cn,6785,so,adverb,如此，这么,1)你为什么这么高兴？2)太谢谢你了。,3.601295986,Rec. Frequency,-0.05559797,-0.023387494,2.546079397201538
cn,6785,so,adverb,如此，这么,1)你为什么这么高兴？2)太谢谢你了。,3.601295986,Spelling Difficulty,0.1312777,-0.023387494,2.546079397201538
cn,6785,so,adverb,如此，这么,1)你为什么这么高兴？2)太谢谢你了。,3.601295986,Word Length,0.7657894,-0.023387494,2.546079397201538
cn,6786,planet,noun,行星，星球,地球是一颗普通行星。,0.99804044,CEFR Level,0.21295722,-0.023387494,1.5420844554901123
cn,6786,planet,noun,行星，星球,地球是一颗普通行星。,0.99804044,L1 Calque,0.14966954,-0.023387494,1.5420844554901123
cn,6786,planet,noun,行星，星球,地球是一颗普通行星。,0.99804044,L1 Similarity,0.0,-0.023387494,1.5420844554901123
cn,6786,planet,noun,行星，星球,地球是一颗普通行星。,0.99804044,Lexical Ambiguity,0.35415953,-0.023387494,1.5420844554901123
cn,6786,planet,noun,行星，星球,地球是一颗普通行星。,0.99804044,Prod. Frequency,0.39868057,-0.023387494,1.5420844554901123
cn,6786,planet,noun,行星，星球,地球是一颗普通行星。,0.99804044,Rec. Frequency,0.03896413,-0.023387494,1.5420844554901123
cn,6786,planet,noun,行星，星球,地球是一颗普通行星。,0.99804044,Spelling Difficulty,0.4133127,-0.023387494,1.5420844554901123
cn,6786,planet,noun,行星，星球,地球是一颗普通行星。,0.99804044,Word Length,-0.0022714466,-0.023387494,1.5420844554901123
cn,6787,concluding,adjective,结束的，结尾的，最后的,这篇文章的结尾段称生态问题是当前的最主要问题。,-3.288330998,CEFR Level,-0.30060288,-0.023387494,-1.821925401687622
cn,6787,concluding,adjective,结束的，结尾的，最后的,这篇文章的结尾段称生态问题是当前的最主要问题。,-3.288330998,L1 Calque,-0.13814904,-0.023387494,-1.821925401687622
cn,6787,concluding,adjective,结束的，结尾的，最后的,这篇文章的结尾段称生态问题是当前的最主要问题。,-3.288330998,L1 Similarity,0.0,-0.023387494,-1.821925401687622
cn,6787,concluding,adjective,结束的，结尾的，最后的,这篇文章的结尾段称生态问题是当前的最主要问题。,-3.288330998,Lexical Ambiguity,0.0153659955,-0.023387494,-1.821925401687622
cn,6787,concluding,adjective,结束的，结尾的，最后的,这篇文章的结尾段称生态问题是当前的最主要问题。,-3.288330998,Prod. Frequency,-0.96566814,-0.023387494,-1.821925401687622
cn,6787,concluding,adjective,结束的，结尾的，最后的,这篇文章的结尾段称生态问题是当前的最主要问题。,-3.288330998,Rec. Frequency,0.008932337,-0.023387494,-1.821925401687622
cn,6787,concluding,adjective,结束的，结尾的，最后的,这篇文章的结尾段称生态问题是当前的最主要问题。,-3.288330998,Spelling Difficulty,-0.14688234,-0.023387494,-1.821925401687622
cn,6787,concluding,adjective,结束的，结尾的，最后的,这篇文章的结尾段称生态问题是当前的最主要问题。,-3.288330998,Word Length,-0.27153426,-0.023387494,-1.821925401687622
cn,6788,consciousness,noun,意识，知觉,他在头部遭受重击后立即失去了意识。,-1.031217297,CEFR Level,-0.15275137,-0.023387494,-0.9187240600585938
cn,6788,consciousness,noun,意识，知觉,他在头部遭受重击后立即失去了意识。,-1.031217297,L1 Calque,-0.037022334,-0.023387494,-0.9187240600585938
cn,6788,consciousness,noun,意识，知觉,他在头部遭受重击后立即失去了意识。,-1.031217297,L1 Similarity,0.0,-0.023387494,-0.9187240600585938
cn,6788,consciousness,noun,意识，知觉,他在头部遭受重击后立即失去了意识。,-1.031217297,Lexical Ambiguity,0.18454587,-0.023387494,-0.9187240600585938
cn,6788,consciousness,noun,意识，知觉,他在头部遭受重击后立即失去了意识。,-1.031217297,Prod. Frequency,0.13116728,-0.023387494,-0.9187240600585938
cn,6788,consciousness,noun,意识，知觉,他在头部遭受重击后立即失去了意识。,-1.031217297,Rec. Frequency,-0.029083267,-0.023387494,-0.9187240600585938
cn,6788,consciousness,noun,意识，知觉,他在头部遭受重击后立即失去了意识。,-1.031217297,Spelling Difficulty,-0.67914903,-0.023387494,-0.9187240600585938
cn,6788,consciousness,noun,意识，知觉,他在头部遭受重击后立即失去了意识。,-1.031217297,Word Length,-0.3130436,-0.023387494,-0.9187240600585938
cn,6789,huge,adjective,巨大的，大的,他看见了一栋巨大的房子。,2.44948547,CEFR Level,0.28468743,-0.023387494,2.25126314163208
cn,6789,huge,adjective,巨大的，大的,他看见了一栋巨大的房子。,2.44948547,L1 Calque,-0.026206464,-0.023387494,2.25126314163208
cn,6789,huge,adjective,巨大的，大的,他看见了一栋巨大的房子。,2.44948547,L1 Similarity,0.0,-0.023387494,2.25126314163208
cn,6789,huge,adjective,巨大的，大的,他看见了一栋巨大的房子。,2.44948547,Lexical Ambiguity,0.42837042,-0.023387494,2.25126314163208
cn,6789,huge,adjective,巨大的，大的,他看见了一栋巨大的房子。,2.44948547,Prod. Frequency,0.87532365,-0.023387494,2.25126314163208
cn,6789,huge,adjective,巨大的，大的,他看见了一栋巨大的房子。,2.44948547,Rec. Frequency,0.13058525,-0.023387494,2.25126314163208
cn,6789,huge,adjective,巨大的，大的,他看见了一栋巨大的房子。,2.44948547,Spelling Difficulty,0.090638794,-0.023387494,2.25126314163208
cn,6789,huge,adjective,巨大的，大的,他看见了一栋巨大的房子。,2.44948547,Word Length,0.49125218,-0.023387494,2.25126314163208
cn,6790,joy,noun,快乐，欢欣，愉悦,孩子带来许多快乐。,2.380482002,CEFR Level,-0.148542,-0.023387494,2.2626445293426514
cn,6790,joy,noun,快乐，欢欣，愉悦,孩子带来许多快乐。,2.380482002,L1 Calque,-0.09334628,-0.023387494,2.2626445293426514
cn,6790,joy,noun,快乐，欢欣，愉悦,孩子带来许多快乐。,2.380482002,L1 Similarity,0.0,-0.023387494,2.2626445293426514
cn,6790,joy,noun,快乐，欢欣，愉悦,孩子带来许多快乐。,2.380482002,Lexical Ambiguity,0.40414128,-0.023387494,2.2626445293426514
cn,6790,joy,noun,快乐，欢欣，愉悦,孩子带来许多快乐。,2.380482002,Prod. Frequency,0.9877508,-0.023387494,2.2626445293426514
cn,6790,joy,noun,快乐，欢欣，愉悦,孩子带来许多快乐。,2.380482002,Rec. Frequency,0.15746975,-0.023387494,2.2626445293426514
cn,6790,joy,noun,快乐，欢欣，愉悦,孩子带来许多快乐。,2.380482002,Spelling Difficulty,0.17675507,-0.023387494,2.2626445293426514
cn,6790,joy,noun,快乐，欢欣，愉悦,孩子带来许多快乐。,2.380482002,Word Length,0.80180323,-0.023387494,2.2626445293426514
cn,6791,dozen,number,一打，十二个,我买了一打鸡蛋。,0.511928467,CEFR Level,-0.22866465,-0.023387494,-0.13481351733207703
cn,6791,dozen,number,一打，十二个,我买了一打鸡蛋。,0.511928467,L1 Calque,-0.020274416,-0.023387494,-0.13481351733207703
cn,6791,dozen,number,一打，十二个,我买了一打鸡蛋。,0.511928467,L1 Similarity,0.0,-0.023387494,-0.13481351733207703
